Item #,Product Name,Additional Description,Thickness,SheetCount,Features,Product Color,Additional Product Color,Additional Product Color2,Imprint options,Imprint_Options_2,Location1,Location2  ,Location3,Location4,Point Style_1,Ink_Color_1,Point Style_2,Ink_Color_2,Ink_Options,Pricing Info,Production time,Imprint Info,Product Dimensions,US  Patent,Recycle  Info,Shipping  Info,Pack Qty,Pack Weight,Icons,Page Number
TSWBCG,BIC? Tri-Stic? WideBody? Grip,,,,Three-sided barrel with rubber grip|Always in stock|Imprint a different message on all three sides!|Wide-profile barrel,"Black, Blue, Burgundy, Forest Green, Navy, Purple, Red, Yellow",Choose 1 trim/grip color.  All include white barrel and section.,,"Screen Printing (SP): Price includes a 1-color barrel imprint on 3 sides. One line of copy per side. Copy and color may be different on each side at no additional charge. 1-color clip imprint available. Add $.12(C) per pen for clip imprint. See diagram for imprint area, location and number of colors.",,"SP: 2 1/4""W x 5/16""H (max. 1 color)","SP: 3/4W x 5/32""H (max. 1 color)""",,,Medium Point,"Black, Blue, Red",Fine Point,"Black, Blue",BIC? Easy-Glide System? Ink or  BIC? Fraud Defense Ink? option.  Add $.05(G) per pen.,,5 working days.,,"21/32""W x 5 9/16""H",,,,500,16 lbs (approx.),24,39
TSWBECO,BIC? Ecolutions? Tri-Stic? WideBody? Grip,,,,Three-sided barrel with rubber grip|Always in stock|Imprint a different message on all three sides!|Wide-profile barrel|Made with 73% pre-consumer recycled plastic,"Black, Forest Green, Navy, Red",Choose 1 trim/grip color.  All include white barrel and section.,,"Screen Printing (SP): Price includes a 1-color barrel imprint on 3 sides. One line of copy per side. Copy and color may be different on each side at no additional charge. 1-color clip imprint available. Add $.12(C) per pen for clip imprint. See diagram for imprint area, location and number of colors.",,"SP: 2 1/4""W x 5/16""H (max. 1 color)","SP: 3/4W x 5/32""H (max. 1 color)""",,,Medium Point,"Black, Blue, Red",Fine Point,"Black, Blue",BIC? Easy-Glide System? Ink or  BIC? Fraud Defense Ink? option.  Add $.05(G) per pen.,,5 working days.,,"21/32""W x 5 9/16""H",,,,500,16 lbs (approx.),24 ^ECO,39
TSWBCLG,BIC? Tri-Stic? WideBody? Clear Grip,,,,Three-sided barrel with rubber grip|Always in stock|Imprint a different message on all three sides!|Wide-profile barrel,"Black, Clear, Green, Navy, Purple, Red",Choose 1 barrel color.  All include matching solid trim and grip. Clear barrel includes white trim and grip.,,"Screen Printing (SP): Price includes a 1-color barrel imprint on 3 sides. One line of copy per side. Copy and color may be different on each side at no additional charge. 1-color clip imprint available. Add $.12(C) per pen for clip imprint. See diagram for imprint area, location and number of colors.",,"SP: 2 1/4""W x 5/16""H (max. 1 color)","SP: 3/4W x 5/32""H (max. 1 color)""",,,Medium Point,"Black, Blue, Red",Fine Point,"Black, Blue",BIC? Easy-Glide System? Ink or  BIC? Fraud Defense Ink? option.  Add $.05(G) per pen.,,5 working days.,,"21/32""W x 5 9/16""H",,,,500,16 lbs (approx.),24,39
TWOS,BIC? Two-Sider?,,,,Ballpoint pen/highlighter combination,"Black, White",Choose 1 barrel color.,,"Screen Printing (SP): Price includes a 1-color barrel imprint. 3 colors available.  Add $.12(C) per pen for each additional imprint color. See diagrams for imprint areas, location and number of colors.",,"SP: 2 1/2""W x 5/8""H (max. 3 colors)",,,,Roller Ball,"Black, Yellow",Highlighter,Yellow,,,5 working days.,,"21/32""W x 5 9/32""H",,,,350,8 lbs (approx.),24,71
TWP,BIC? Pivo?,,,,"Always in stock|Over 100 possible color combinations|Sleek, slim profile, twist-action","Black, Blue, Burgundy, Forest Green, Navy, Purple, Red, Teal, White, Yellow, Ring Colors, Black, Blue, Burgundy, Forest Green, Navy, Purple, Red, Teal, White, Yellow",Choose 1 pen and 1 ring color.,,"Screen Printing (SP): Price includes a 1-color barrel imprint. 2 colors available on barrel, 1 color on clip. Add $.12(C) per pen for second imprint color or clip imprint. See diagram for imprint areas, location and number of colors.",,"SP: 2""W x 3/4""H (max. 2 colors)","SP: 1""W x 5/32""H (max. 1 color)",,,Medium Point,"Black, Blue, Red",Fine Point,"Black, Blue",BIC? Easy-Glide System? Ink or  BIC? Fraud Defense Ink? option.  Add $.05(G) per pen.,,5 working days.,,"9/16""W x 5 19/32""H",,,,250,6 lbs (approx.),24,40
TWPC,BIC? Pivo? Chrome,,,,"Always in stock|Sleek, slim profile twist-action","Black, Blue, Burgundy, Forest Green, Navy, Purple, Red, Teal, White, Yellow, Ring Colors, Black, Blue, Burgundy, Forest Green, Navy, Purple, Red, Teal, White, Yellow",Choose 1 pen color.  All include gold-plated ring.,,"Screen Printing (SP): Price includes a 1-color barrel imprint. 2 colors available on barrel, 1 color on clip. Add $.12(C) per pen for second imprint color or clip imprint. See diagram for imprint areas, location and number of colors.",,"SP: 2""W x 3/4""H (max. 2 colors)","SP: 1""W x 5/32""H (max. 1 color)",,,Medium Point,"Black, Blue, Red",Fine Point,"Black, Blue",BIC? Easy-Glide System? Ink or  BIC? Fraud Defense Ink? option.  Add $.05(G) per pen.,,5 working days.,,"9/16""W x 5 19/32""H",,,,250,6 lbs (approx.),24,40
TWPCLC,BIC? Pivo? Clear Chrome,,,,"Always in stock|Chrome-plated rings|Popular, clear colors|Sleek, slim profile, retractable","Black, Blue, Clear, Green, Orange, Pink, Purple, Red, Ring Colors Chrome-Plated ",Choose 1 pen color.  All include chrome-plated ring.,,"Screen Printing (SP): Price includes a 1-color barrel imprint. 2 colors available on barrel, 1 color on clip. Add $.12(C) per pen for second imprint color or clip imprint. See diagram for imprint areas, location and number of colors.",,"SP: 2""W x 3/4""H (max. 2 colors)","SP: 1""W x 5/32""H (max. 1 color)",,,Medium Point,"Black, Blue, Red",Fine Point,"Black, Blue",BIC? Easy-Glide System? Ink or  BIC? Fraud Defense Ink? option.  Add $.05(G) per pen.,,5 working days.,,"9/16""W x 5 19/32""H",,,,250,6 lbs (approx.),24,41
TWPCLG,BIC? Pivo? Clear Gold,,,,"Always in stock|Gold-plated rings|Popular, clear colors|Sleek, slim profile, retractable","Black, Blue, Clear, Green, Orange, Pink, Purple, Red, Ring Colors Gold-Plated",Choose 1 pen color.  All include gold-plated ring.,,"Screen Printing (SP): Price includes a 1-color barrel imprint. 2 colors available on barrel, 1 color on clip. Add $.12(C) per pen for second imprint color or clip imprint. See diagram for imprint areas, location and number of colors.",,"SP: 2""W x 3/4""H (max. 2 colors)","SP: 1""W x 5/32""H (max. 1 color)",,,Medium Point,"Black, Blue, Red",Fine Point,"Black, Blue",BIC? Easy-Glide System? Ink or  BIC? Fraud Defense Ink? option.  Add $.05(G) per pen.,,5 working days.,,"9/16""W x 5 19/32""H",,,,250,6 lbs (approx.),24,41
TWPG,BIC? Pivo? Gold,,,,"Always in stock|Sleek, slim profile twist-action","Black, Blue, Burgundy, Forest Green, Navy, Purple, Red, Teal, White, Yellow, Ring Colors, Black, Blue, Burgundy, Forest Green, Navy, Purple, Red, Teal, White, Yellow",Choose 1 pen color.  All include chrome-plated ring.,,"Screen Printing (SP): Price includes a 1-color barrel imprint. 2 colors available on barrel, 1 color on clip. Add $.12(C) per pen for second imprint color or clip imprint. See diagram for imprint areas, location and number of colors.",,"SP: 2""W x 3/4""H (max. 2 colors)","SP: 1""W x 5/32""H (max. 1 color)",,,Medium Point,"Black, Blue, Red",Fine Point,"Black, Blue",BIC? Easy-Glide System? Ink or  BIC? Fraud Defense Ink? option.  Add $.05(G) per pen.,,5 working days.,,"9/16""W x 5 19/32""H",,,,250,6 lbs (approx.),24,40
VB,BIC? Velocity? Ballpoint,,,,Super-smooth BIC? Easy-Glide System? Ink Technology |Contoured grip for comfort  and control ,"Black, Blue, Green, Red","Choose 1 barrel color.  All include matching  solid rubber grip, frosted section and clip",,"Screen Printing (SP): Price includes a 1-color barrel imprint.  See diagram for imprint area, location and number of colors.",,"SP: 1 3/4""W x 7/16""H (max. 1 color)",,,,Gel Ink,Black,,,"Gel Ink Standard. 
Ink Color matches barrel color.",,5 working days.,,"9/16""W x 5 19/32""H"," U.S. Patent No. Des. 491,605S",,,300,8 lbs (approx.),24 ^EG,60
VFM,Sheaffer? VFM,,,,Comfortable streamlined profile |Modern finishes |Convenient push-button mechanism |Features Sheaffer? White Dot? symbol of quality |Sheaffer Limited 1-Year Warranty |Packaged in Sheaffer's standard gift box,"Extreme Purple, Excessive Red, Neon Blue, Strobe Silver, Ultra Mint",Choose from selection shown. All include nickel plate trim.,,"Screen Printing (SP): Price includes a 1-color cap or barrel imprint.  Laser Engraving (LE): Price includes 1 line of repeating copy or personalization on cap or barrel. Gray colorfill included on silver finish only.  Add $.60(G) per pen for second location or personalization.  See diagram for imprint area, location and number of colors.",,"LE:  1 1/8""W x 1/4""H","LE:  1 1/8""W x 1/4""H","SP:  1 1/8""W x 1/2""H (max. 1 color)","SP:  1 1/8""W x 1/2""H (max. 1 color)",Medium Point,Black,,,,,5 working days.,,"7/16""W x 5 3/8""H",,,,25,6 lbs (approx.),24,109
VGEL,BIC? Velocity? Gel,,,,"Acid-free ink Smooth, vivid gel ink","Black, Blue",Choose 1 pen/ink color.  All include solid color trim.   Ink matches barrel color.,,"Screen Printing (SP): Price includes a 1-color barrel imprint.  See diagram for imprint area, location and number of colors.",,"SP: 1 3/4""W x 7/16""H (max. 1 color)",,,,Gel Ink      ,"Black, Blue",,,,,5 working days.,,"9/16""W x 5 19/32""H",,,,300,8 lbs (approx.),24,60
VNC3AECO,Value Non-Adhesive Cubes with Recycled Content option,"3"" x 3"" x 3""",,Approx 675 sheets,1-color imprint at a budget price|Sheet imprint available|Contains 30% Post-Consumer Recycled Fiber!,,,,"Imprint $50(G) set-up charge includes the same 1-color imprint, same design on all 4 sides. Change the design or color, each side, for $.60(G), per color change or design change.  Please specify side location (1, 2, 3 or 4) for each design. Also specify layout on each side. See page 220 for standard side imprint colors.  Sheet Imprint 4-Color Process (4CP): $.60(G) per cube. Includes a 4-color process imprint. Bleed is not available. Please specify layout. See page 217 for standard imprint colors. For art templates, visit product page at www.bicgraphic.com",,,,,,,,,,,"For cubes with a sheet imprint: When ordering between quantity breaks, orders must be placed in the following increments:  3"" cubes = 45. For cubes with no sheet imprint, there are no restrictions when  ordering between quantity breaks.",5 working days. Allow 3 additional working days for sheet imprint.,,"3"" x 3"" x 3""",,,All cubes are individually shrink-wrapped.,15,13 lbs (approx.),USA ^24 ^ECO,133
VNC3CECO,Value Non-Adhesive Cubes with Recycled Content option,"3"" x 3"" x 1""",,Approx 225 sheets,1-color imprint at a budget price|Sheet imprint available|Contains 30% Post-Consumer Recycled Fiber!,,,,"$50(G) set-up charge includes the same 1-color imprint, same design on all 4 sides. Change the design or color, each side, for $.60(G), per color change or design change.  Please specify side location (1, 2, 3 or 4) for each design. Also specify layout on each side. See page 220 for standard side imprint colors.  Sheet Imprint 4-Color Process (4CP): $.60(G) per cube. Includes a 4-color process imprint. Bleed is not available. Please specify layout. See page 217 for standard imprint colors. For art templates, visit product page at www.bicgraphic.com.",,,,,,,,,,,"For cubes with a sheet imprint: When ordering between quantity breaks, orders must be placed in the following increments:  3"" x 3"" x 1"" cubes = 135",5 working days. Allow 3 additional working days for sheet imprint.,,"3"" x 3"" x 1""",,,All cubes are individually shrink-wrapped.,45,13 lbs (approx.),USA ^24 ^ECO,132
VNC3DECO,Value Non-Adhesive Cubes  with Recycled Content option,"3 1/2"" x 3 1/2"" x 1 3/4""",,Approx 394 sheets,1-color imprint at a budget price|Sheet imprint available|Contains 30% Post-Consumer Recycled Fiber!,,,,"$50(G) set-up charge includes the same 1-color imprint, same design on all 4 sides. Change the design or color, each side, for $.60(G), per color change or design change.  Please specify side location (1, 2, 3 or 4) for each design. Also specify layout on each side. See page 220 for standard side imprint colors.  Sheet Imprint 4-Color Process (4CP): $.60(G) per cube. Includes a 4-color process imprint. Bleed is not available. Please specify layout. See page 217 for standard imprint colors. For art templates, visit product page at www.bicgraphic.com.",,,,,,,,,,,"For cubes with a sheet imprint: When ordering between quantity breaks, orders must be placed in the following increments:   3 1/2"" x 3 1/2"" x 1 3/4"" cubes = 120  ",5 working days. Allow 3 additional working days for sheet imprint.,,"3 1/2"" x 3 1/2"" x 1 3/4""",,,All cubes are individually shrink-wrapped.,60,40 lbs (approx.),USA ^24 ^ECO,132
VNC3EECO,Value Non-Adhesive Cubes with Recycled Content option,"3 1/2"" x 3 1/2"" x 3 1/2""",,Approx 788 sheets,1-color imprint at a budget price|Sheet imprint available|Contains 30% Post-Consumer Recycled Fiber!,,,,"Imprint $50(G) set-up charge includes the same 1-color imprint, same design on all 4 sides. Change the design or color, each side, for $.60(G), per color change or design change.  Please specify side location (1, 2, 3 or 4) for each design. Also specify layout on each side. See page 220 for standard side imprint colors.  Sheet Imprint 4-Color Process (4CP): $.60(G) per cube. Includes a 4-color process imprint. Bleed is not available. Please specify layout. See page 217 for standard imprint colors. For art templates, visit product page at www.bicgraphic.com",,,,,,,,,,,"For cubes with a sheet imprint: When ordering between quantity breaks, orders must be placed in the following increments:  3 1/2"" cubes = 60.  For cubes with no sheet imprint, there are no restrictions when  ordering between quantity breaks.",5 working days. Allow 3 additional working days for sheet imprint.,,"3 1/2"" x 3 1/2"" x 3 1/2""",,,All cubes are individually shrink-wrapped.,30,40 lbs (approx.),USA ^24 ^ECO,133
